qid,n_tables,oracle_cost,pt_regret_lin,is_trivial_oracle,t3_idx_0.01,t3_regret_0.01,t3_q_0.01,t3_idx_0.05,t3_regret_0.05,t3_q_0.05,t3_idx_0.1,t3_regret_0.1,t3_q_0.1,t3_idx_0.2,t3_regret_0.2,t3_q_0.2
1411,2,2750955.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1412,3,4307.0,17.954735376044567,0,2,1.0,5.893237590789795,1,17.954735376044567,2.1777548789978027,1,17.954735376044567,1.3467788696289062,1,17.954735376044567,0.6397113800048828
1413,3,3602.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1414,5,175195.0,1.0,1,5,1.0,5.893237590789795,5,1.0,2.1777548789978027,4,1.000068494714491,1.3467788696289062,3,1.2098335578437864,0.6397113800048828
1415,3,114557.0,1.0629026344733672,0,1,1.0629026344733672,5.893237590789795,1,1.0629026344733672,2.1777548789978027,1,1.0629026344733672,1.3467788696289062,1,1.0629026344733672,0.6397113800048828
1416,2,1101015.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1417,5,1816.0,1.0,1,2,56.20473307649972,5.893237590789795,1,1.0,2.1777548789978027,2,56.20473307649972,1.3467788696289062,2,56.20473307649972,0.6397113800048828
1418,3,90566.0,1.0,1,2,1.1939448143363476,5.893237590789795,2,1.1939448143363476,2.1777548789978027,2,1.1939448143363476,1.3467788696289062,2,1.1939448143363476,0.6397113800048828
1419,4,22819.0,1.0958369851007888,0,0,1.1917177914110428,5.893237590789795,0,1.1917177914110428,2.1777548789978027,4,1.0,1.3467788696289062,4,1.0,0.6397113800048828
1420,2,4051.0,1.0,1,0,2.1791707798617965,5.893237590789795,0,2.1791707798617965,2.1777548789978027,0,2.1791707798617965,1.3467788696289062,0,2.1791707798617965,0.6397113800048828
1421,2,404930.0,1.0,1,0,1.0,5.893237590789795,0,1.0,2.1777548789978027,0,1.0,1.3467788696289062,0,1.0,0.6397113800048828
1422,5,380955376.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
1423,5,256523.0,1.0,1,2,1.0,5.893237590789795,2,1.0,2.1777548789978027,2,1.0,1.3467788696289062,2,1.0,0.6397113800048828
